session_id	original_session_id
ses-ZY144+20230314+ALM	ses-ZY144_20230314_ALM
ses-ZY144+20230314+Striatum	ses-ZY144_20230314_Striatum
ses-ZY144+20230315+ALM	ses-ZY144_20230315_ALM
ses-ZY144+20230315+Striatum	ses-ZY144_20230315_Striatum
ses-ZY144+20230316+ALM	ses-ZY144_20230316_ALM
ses-ZY144+20230316+Striatum	ses-ZY144_20230316_Striatum
ses-ZY144+20230317+Striatum	ses-ZY144_20230317_Striatum
ses-ZY144+20230318+Striatum	ses-ZY144_20230318_Striatum
ses-ZY144+20230319+Striatum	ses-ZY144_20230319_Striatum
ses-ZY144+20230320+Striatum	ses-ZY144_20230320_Striatum
ses-ZY144+20230321+Striatum	ses-ZY144_20230321_Striatum
ses-ZY144+20230322+Striatum	ses-ZY144_20230322_Striatum
ses-ZY144+20230323+Striatum	ses-ZY144_20230323_Striatum
